,APIWellNumber,CountyCode,APIHoleNumber,Sidetrack,Completion,WellName,CompanyName,OperatorNumber,WellType,MapSymbol,WellStatus,StatusDate,PermitApplicationDate,PermitIssuedDate,DateSpudded,DateofTotalDepth,DateWellCompleted,DateWellPlugged,DateWellConfidentialityEnds,ConfidentialityCode,Town,Quad,QuadSection,ProducingField,ProducingFormation,FinancialSecurity,Slant,County,Region,StateLease,ProposedDepthft,SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,TrueVerticalDepthft,MeasuredDepthft,Kickoffft,DrilledDepthft,Elevationft,OriginalWellType,PermitFee,ObjectiveFormation,DepthFee,Spacing,SpacingAcres,Integration,HearingDate,DateLastModified,DECDatabaseLink,Location1,WellTime,WellTime_Yr
7319,31003143040000,3,14304,0,0,Dermitt 1,Benson Oil Co.,747,OD,OWP,PA,03/15/1983,,06/28/1979,06/04/1979,07/16/1979,1979-07-18,1983-03-15,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,1000.0,-78.15823899999998,42.08244,-78.15823899999998,42.08244,924.0,924.0,0.0,924.0,1670.0,OD,0.0,Richburg,0.0,,,,,08/27/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003143040000,"(42.08244, -78.158239)",1336.0,3.66027397260274
7321,31003054860000,3,5486,0,0,Vincent w-45,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,08/17/1988,06/27/1988,07/07/1988,03/15/1968,04/11/1968,1968-04-13,1988-08-17,,Pre-1989 Well (N/A),Scio,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,1450.0,-78.06682,42.09913,-78.06682,42.09913,1443.0,1443.0,0.0,1443.0,,NL,0.0,,0.0,,,,,12/17/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003054860000,"(42.09913, -78.06682)",7431.0,20.35890410958904
7350,31003110090000,3,11009,0,0,Black 48,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,04/03/1986,07/31/1974,08/05/1974,08/05/1974,09/19/1974,1974-09-25,1986-04-03,,Pre-1989 Well (N/A),Alma,Allentown,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,1500.0,-78.02832999999998,42.02977,-78.02832999999998,42.02977,1540.0,1540.0,0.0,1540.0,2260.0,NL,0.0,Richburg,0.0,,,,,04/16/1990 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003110090000,"(42.02977, -78.02833)",4208.0,11.528767123287672
7385,31003107580000,3,10758,0,0,Shaner (Coast) 2,Arthur Shaner/Pine Oil Co.,275,OD,OWP,PA,06/11/1992,05/01/1974,11/01/1974,06/20/1974,05/20/1975,1975-05-20,1992-06-11,,Pre-1989 Well (N/A),Genesee,Portville,F,Richburg,Richburg,False,Vertical,Allegany,9.0,,1500.0,-78.25083999999998,42.05617,-78.25083999999998,42.05617,1585.0,1585.0,0.0,1585.0,,NL,0.0,Richburg,0.0,,,,,01/12/1994 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003107580000,"(42.05617, -78.25084)",6232.0,17.073972602739726
7404,31003110160000,3,11016,0,0,Nobles 19,Freeman Oil Co.,1260,OD,OWP,PA,09/03/1996,08/05/1974,08/08/1974,06/17/1975,07/01/1975,1975-07-07,1996-09-03,,Pre-1989 Well (N/A),Amity,Wellsville North,D,Scio,Scio,False,Vertical,Allegany,9.0,,950.0,-77.97893999999998,42.20304,-77.97893999999998,42.20304,1015.0,1015.0,0.0,1015.0,2070.0,NL,0.0,Scio,0.0,,,,,10/11/1996 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003110160000,"(42.20304, -77.97894)",7729.0,21.175342465753424
7470,31003200630000,3,20063,0,0,Sawyer wp-1,Plants and Goodwin Inc.,451,GD,GWP,PA,11/10/1995,05/12/1988,07/19/1988,07/20/1988,07/22/1988,1988-08-01,1995-11-10,,Pre-1989 Well (N/A),Bolivar,Allentown,D,Richburg,Upper Devonian,False,Vertical,Allegany,9.0,,1400.0,-78.08834,42.07245,-78.08834,42.07245,1426.0,1426.0,0.0,1426.0,1955.0,NL,475.0,Upper Devonian,375.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003200630000,"(42.07245, -78.08834)",2657.0,7.279452054794521
7524,31003199650000,3,19965,0,0,Homestead 1,Vandermark Exploration Inc.,1201,GE,GWP,PA,06/07/1990,04/04/1985,05/16/1985,05/31/1985,06/18/1985,1985-06-18,1990-06-07,07/24/1990,Released,Alma,Allentown,E,Richburg,Oriskany,False,Vertical,Allegany,9.0,,4490.0,-78.06722,42.07969,-78.06722,42.07969,4630.0,4630.0,0.0,4630.0,1970.0,NL,1225.0,,1125.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003199650000,"(42.07969, -78.06722)",1815.0,4.972602739726027
7526,31003096110000,3,9611,0,0,45 Black,Klein Oil & Logging,1775,OD,OWP,PA,06/01/2006,12/27/1972,,12/27/1972,03/04/1973,1973-03-04,2006-06-01,,Pre-1989 Well (N/A),Alma,Allentown,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,1690.0,-78.03305,42.03087,-78.03305,42.03087,1688.0,1688.0,0.0,1688.0,2450.0,NL,0.0,,0.0,,,,,01/10/2007 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003096110000,"(42.03087, -78.03305)",12142.0,33.26575342465753
7534,31003171350000,3,17135,0,0,NYSRA 7-2,Vandermark Exploration Inc.,1201,DH,DP,PA,11/04/1987,02/09/1982,02/16/1982,02/01/1982,03/01/1991,1982-03-01,1987-11-04,,Pre-1989 Well (N/A),Ward,Wellsville North,F,Vandermark Creek,Oriskany,False,Vertical,Allegany,9.0,ST,4350.0,-77.90022999999998,42.20813,-77.90022999999998,42.20813,4369.0,4369.0,0.0,4369.0,2090.0,NL,1225.0,Oriskany,1125.0,,,,,03/11/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003171350000,"(42.20813, -77.90023)",2074.0,5.682191780821918
7556,31003058040000,3,5804,0,0,Austin-Bayard 21,Klein Oil & Logging,1775,OD,OWP,PA,09/16/2015,08/06/1968,08/13/1968,,,1968-08-27,2015-09-16,,Pre-1989 Well (N/A),Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,0.0,-77.75636,42.0773,-77.75636,42.0773,1269.0,1269.0,0.0,1269.0,2240.0,NL,0.0,,0.0,,,,,05/25/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003058040000,"(42.0773, -77.75636)",17186.0,47.084931506849315
7609,31003200920000,3,20092,0,0,Lot 43 4-43,Klein Oil & Logging,1775,OD,OWP,PA,06/27/2013,08/08/1985,08/22/1985,10/08/1985,10/10/1985,1985-10-21,2013-06-27,,Pre-1989 Well (N/A),Alma,Allentown,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,1100.0,-78.01846999999998,42.01877,-78.01846999999998,42.01877,947.0,947.0,0.0,947.0,1760.0,NL,475.0,,375.0,,,,,09/06/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003200920000,"(42.01877, -78.01847)",10111.0,27.7013698630137
7614,31003246550000,3,24655,0,0,Cabado 2,Plants and Goodwin Inc.,451,OW,OWP,PA,04/03/2014,07/01/2006,08/17/2006,11/15/2006,11/17/2006,2007-02-07,2014-06-09,05/15/2007,Released,Cuba,Cuba,E,New Field Wildcat,Chipmunk,False,Vertical,Allegany,9.0,,1200.0,-78.30478999999998,42.19238,-78.30478999999998,42.19238,1200.0,1200.0,0.0,1200.0,1900.0,OW,670.0,Chipmunk,570.0,Conforms to statewide spacing under Title 5,40.0,No integration order required,,05/09/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003246550000,"(42.19238, -78.30479)",2679.0,7.33972602739726
7677,31003077410000,3,7741,0,0,Green 278,Plants and Goodwin Inc.,451,OD,OWP,PA,04/17/2013,03/28/1970,05/11/1970,,,1970-07-24,2013-04-17,,Pre-1989 Well (N/A),Bolivar,Allentown,D,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.08365,42.06596,-78.08365,42.06596,1460.0,1460.0,0.0,1460.0,,NL,0.0,,0.0,,,,,02/23/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003077410000,"(42.06596, -78.08365)",15608.0,42.76164383561644
7702,31003050990000,3,5099,0,0,Sidehill 37,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,09/28/1979,,,03/05/1967,,1967-03-28,1979-09-28,,Pre-1989 Well (N/A),Alma,Allentown,H,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.05274,42.04165,-78.05274,42.04165,1375.0,1375.0,0.0,1375.0,2160.0,NL,0.0,,0.0,,,,,12/14/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003050990000,"(42.04165, -78.05274)",4567.0,12.512328767123288
7719,31003115190000,3,11519,0,0,Wildcat 02,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,07/16/1988,,07/17/1975,07/18/1975,08/11/1978,1975-08-15,1988-07-16,,Pre-1989 Well (N/A),Scio,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.06693,42.10146,-78.06693,42.10146,1466.0,1466.0,0.0,1466.0,2200.0,NL,0.0,,0.0,,,,,08/15/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003115190000,"(42.10146, -78.06693)",4719.0,12.92876712328767
7722,31003080380000,3,8038,0,0,Green 282,Plants and Goodwin Inc.,451,OD,OWP,PA,06/06/2018,03/28/1970,03/28/1970,11/02/1970,12/15/1970,1970-12-15,2018-05-22,,Pre-1989 Well (N/A),Bolivar,Allentown,D,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.08365,42.06926,-78.08365,42.06926,1312.0,1312.0,0.0,1312.0,2040.0,NL,0.0,,0.0,,,,,08/21/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003080380000,"(42.06926, -78.08365)",17325.0,47.465753424657535
7726,31003518640000,3,51864,0,0,Warfield 130,B.C.R. Development Inc.,237,OD,OWP,PA,07/06/1978,,,11/12/1951,,1951-11-20,1978-07-06,,Pre-1989 Well (N/A),Alma,Wellsville South,E,Ford's Brook,,False,Vertical,Allegany,9.0,,0.0,-77.95809,42.0502,-77.95809,42.0502,969.0,969.0,0.0,969.0,,NL,0.0,,0.0,,,,,01/10/1994 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003518640000,"(42.0502, -77.95809)",9725.0,26.643835616438356
7727,31003119780000,3,11978,0,0,"Emerson,Daniel A Wn-1505",CNG Transmission Corp.,57,DH,DP,PA,06/11/1976,03/15/1976,03/17/1976,05/06/1976,05/10/1976,1976-05-11,1976-06-11,,Pre-1989 Well (N/A),New Hudson,Rawson,F,,,False,Vertical,Allegany,9.0,,3950.0,-78.28112,42.31236,-78.28112,42.31236,3989.0,3989.0,0.0,3989.0,2127.0,NL,0.0,Salina,0.0,,,,,03/02/1990 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003119780000,"(42.31236, -78.28112)",31.0,0.08493150684931507
7767,31003053260000,3,5326,0,0,Quick 5,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,06/18/1976,,,08/04/1967,08/22/1967,1967-08-22,1976-06-18,,Pre-1989 Well (N/A),Alma,Allentown,F,Richburg,Richburg,False,Vertical,Allegany,9.0,,1800.0,-78.01563,42.04167,-78.01563,42.04167,1752.0,1752.0,0.0,1752.0,,NL,0.0,,0.0,,,,,12/09/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003053260000,"(42.04167, -78.01563)",3223.0,8.830136986301369
7782,31003101020000,3,10102,0,0,Sherwood 2,Burdick and Schaffner,279,OD,OWP,PA,09/14/1989,06/22/1973,08/06/1973,08/12/1973,03/10/1974,1974-03-10,1989-09-14,,Pre-1989 Well (N/A),Bolivar,Allentown,G,Richburg,Richburg,False,Vertical,Allegany,9.0,,1250.0,-78.1166,42.01244,-78.1166,42.01244,0.0,0.0,0.0,0.0,1620.0,NL,0.0,,0.0,,,,,06/09/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003101020000,"(42.01244, -78.1166)",5667.0,15.526027397260274
7794,31003247510000,3,24751,0,0,Cryder Creek Test 11,SWEPI LP,2585,OW,OWP,PA,02/15/2013,11/09/2006,11/27/2006,12/05/2006,12/06/2006,2008-10-20,2013-02-15,12/05/2008,Released,Independence,Whitesville,H,New Field Wildcat,Fulmer Valley,False,Vertical,Allegany,9.0,,2500.0,-77.818162,42.005815,-77.818162,42.005815,2272.0,2272.0,0.0,2272.0,2140.0,OW,1050.0,Nunda,950.0,Conforms to statewide spacing under Title 5,40.0,No integration order required,,02/09/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003247510000,"(42.005815, -77.818162)",1579.0,4.326027397260274
7797,31003078520000,3,7852,0,0,Vincent 48,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,04/20/1992,07/27/1970,08/04/1970,07/29/1970,09/04/1970,1970-09-10,1992-04-20,,Pre-1989 Well (N/A),Scio,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,1400.0,-78.06261,42.09261,-78.06261,42.09261,1524.0,1524.0,0.0,1524.0,1940.0,NL,0.0,,0.0,,,,,12/21/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003078520000,"(42.09261, -78.06261)",7893.0,21.624657534246577
7833,31003068600000,3,6860,0,0,Clark-Norton 12,The Richardson Petroleum Corporation,37,OD,OWP,PA,04/13/1990,02/11/1969,02/13/1969,02/11/1969,08/05/1969,1969-08-07,1990-04-13,,Pre-1989 Well (N/A),Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,1200.0,-77.75875,42.06718,-77.75875,42.06718,1232.0,1232.0,0.0,1232.0,2225.0,NL,0.0,Fulmer Valley,0.0,,,,,03/16/1990 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003068600000,"(42.06718, -77.75875)",7554.0,20.695890410958903
7847,31003170000000,3,17000,0,0,Hungerford 1,B & H Oil Co.,1305,OD,OWP,PA,11/05/1998,12/21/1981,12/30/1981,02/18/1982,02/24/1982,1982-04-26,1998-11-05,,Pre-1989 Well (N/A),Bolivar,Bolivar,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,1700.0,-78.15752999999998,42.0079,-78.15752999999998,42.0079,1565.0,1565.0,0.0,1565.0,1940.0,NL,600.0,,500.0,,,,,12/09/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003170000000,"(42.0079, -78.15753)",6037.0,16.53972602739726
7860,31003063860000,3,6386,0,0,Green 270,Plants and Goodwin Inc.,451,OD,OWP,PA,04/01/2013,07/30/1968,10/09/1968,,,1968-10-29,2013-04-01,,Pre-1989 Well (N/A),Bolivar,Allentown,D,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.08476,42.06844,-78.08476,42.06844,1553.0,1553.0,0.0,1553.0,,NL,0.0,,0.0,,,,,05/25/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003063860000,"(42.06844, -78.08476)",16225.0,44.45205479452055
7899,31003066340000,3,6634,0,0,Swarthout 06,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,02/05/1985,,,11/30/1968,01/10/1969,1969-01-13,1985-02-05,,Pre-1989 Well (N/A),Scio,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,1050.0,-78.05070999999998,42.09404,-78.05070999999998,42.09404,1005.0,1005.0,0.0,1005.0,1810.0,NL,0.0,,0.0,,,,,12/17/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003066340000,"(42.09404, -78.05071)",5867.0,16.073972602739726
7918,31003170010000,3,17001,0,0,Hungerford 2,B & H Oil Co.,1305,OD,OWP,PA,11/08/1998,12/21/1981,12/30/1981,02/05/1982,02/10/1982,1982-04-28,1998-11-08,,Pre-1989 Well (N/A),Bolivar,Bolivar,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,1700.0,-78.15641999999998,42.00837,-78.15641999999998,42.00837,1619.0,1619.0,0.0,1619.0,1980.0,NL,600.0,,500.0,,,,,12/09/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003170010000,"(42.00837, -78.15642)",6038.0,16.542465753424658
7929,31003192680000,3,19268,0,0,Bledsoe 04 Z,The Richardson Petroleum Corporation,37,OD,OWP,PA,04/06/1992,08/27/1984,09/10/1984,09/21/1984,10/19/1984,1984-10-26,1992-04-06,,Pre-1989 Well (N/A),Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,1850.0,-77.75337,42.07093,-77.75337,42.07093,1782.0,1782.0,0.0,1782.0,2170.0,NL,600.0,Fulmer Valley,500.0,,,,,07/29/1987 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003192680000,"(42.07093, -77.75337)",2719.0,7.449315068493151
7951,31003108210000,3,10821,0,0,Nobles 6,Freeman Oil Co.,1260,OD,OWP,PA,09/26/1996,05/03/1974,07/25/1975,12/17/1975,01/28/1976,1976-01-28,1996-09-26,,Pre-1989 Well (N/A),Amity,Wellsville North,D,Scio,Scio,False,Vertical,Allegany,9.0,,717.0,-77.98025,42.20072,-77.98025,42.20072,784.0,784.0,0.0,784.0,1855.0,NL,0.0,Scio,0.0,,,,,10/11/1996 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003108210000,"(42.20072, -77.98025)",7547.0,20.676712328767124
7965,31003145210000,3,14521,0,0,Henry Maiges 2,National Fuel Gas Supply Corp.,431,GD,GWP,PA,08/19/1986,,,01/28/1904,,1904-01-04,1986-08-19,,Pre-1989 Well (N/A),Independence,Whitesville,B,West Independence,Waugh & Porter,False,Vertical,Allegany,9.0,,0.0,-77.80614,42.09633,-77.80614,42.09633,1233.0,1233.0,0.0,1233.0,,NL,0.0,Waugh & Porter,0.0,,,,,01/25/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003145210000,"(42.09633, -77.80614)",30178.0,82.67945205479452
7972,31003122290000,3,12229,0,0,Mervine 18,Plants and Goodwin Inc.,451,OD,OWP,PA,10/10/2005,,08/16/1976,08/06/1976,09/10/1976,1976-09-14,2005-10-10,,Pre-1989 Well (N/A),Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,0.0,-77.7646,42.06258,-77.7646,42.06258,1157.0,1157.0,0.0,1157.0,2120.0,NL,0.0,,0.0,,,,,11/04/2005 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003122290000,"(42.06258, -77.7646)",10618.0,29.09041095890411
7980,31003060500000,3,6050,0,0,Sidehil 42,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,09/11/1979,,,08/26/1968,09/16/1968,1968-09-20,1979-09-11,,Pre-1989 Well (N/A),Alma,Allentown,E,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.05131,42.04655,-78.05131,42.04655,1451.0,1451.0,0.0,1451.0,2100.0,NL,0.0,,0.0,,,,,12/09/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003060500000,"(42.04655, -78.05131)",4008.0,10.98082191780822
8022,31003071330000,3,7133,0,0,Quintette-Bledsoe 038,The Richardson Petroleum Corporation,37,OD,OWP,PA,04/14/1992,09/02/1969,09/03/1969,08/30/1969,09/15/1969,1969-09-18,1992-04-14,,Pre-1989 Well (N/A),Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,1275.0,-77.7534,42.06965,-77.7534,42.06965,1222.0,1222.0,0.0,1222.0,2210.0,NL,0.0,,0.0,,,,,01/07/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003071330000,"(42.06965, -77.7534)",8244.0,22.586301369863012
8031,31003159000000,3,15900,0,0,H Ford 1,Otis Eastern Service Inc.,56,OD,OWP,PA,10/16/2006,,02/01/1981,02/10/1981,03/03/1981,1981-05-10,2006-10-16,,Pre-1989 Well (N/A),Andover,Whitesville,B,Fulmer Valley,Penny & Fulmer Valley,False,Vertical,Allegany,9.0,,0.0,-77.83309,42.11475,-77.83309,42.11475,1326.0,1326.0,0.0,1326.0,2120.0,NL,0.0,,0.0,,,,,06/04/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003159000000,"(42.11475, -77.83309)",9290.0,25.45205479452055
8074,31003004410000,3,441,0,0,Fortner Byron 470,Penn-York Energy Corp.,706,DH,DP,PA,05/17/1977,,,,,1940-09-21,1977-05-17,,Pre-1989 Well (N/A),Willing,Whitesville,D,Beech Hill-Independence,,False,Vertical,Allegany,9.0,,0.0,-77.85581999999998,42.0438,-77.85581999999998,42.0438,5010.0,5010.0,0.0,5010.0,2279.0,NL,0.0,,0.0,,,,,03/30/1994 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003004410000,"(42.0438, -77.85582)",13387.0,36.676712328767124
8136,31003110470000,3,11047,0,0,Alma Hill 51-55,K-Arcy Corp.,192,OD,OWP,PA,01/24/1986,08/26/1974,08/29/1974,10/04/1974,12/02/1974,1974-12-13,1986-01-24,,Pre-1989 Well (N/A),Alma,Allentown,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,1500.0,-78.00636,42.02248,-78.00636,42.02248,1694.0,1694.0,0.0,1694.0,2170.0,NL,0.0,,0.0,,,,,07/30/1990 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003110470000,"(42.02248, -78.00636)",4060.0,11.123287671232877
8216,31003209220000,3,20922,0,0,Bledsoe 015z,The Richardson Petroleum Corporation,37,OD,OWP,PA,04/20/1992,07/31/1987,08/20/1987,09/30/1987,10/06/1987,1987-10-13,1992-04-20,,Pre-1989 Well (N/A),Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,1300.0,-77.75237,42.06951,-77.75237,42.06951,1206.0,1206.0,0.0,1206.0,2130.0,NL,475.0,Upper Devonian,375.0,,,,,01/07/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003209220000,"(42.06951, -77.75237)",1651.0,4.523287671232877
8236,31003080310000,3,8031,0,0,Donn Trenkle 1,Flanigan Brothers,51,DH,DP,PA,12/29/1970,,,12/17/1970,12/29/1970,1970-12-28,1970-12-29,,Pre-1989 Well (N/A),Wirt,Belmont,G,,,False,Vertical,Allegany,9.0,,4200.0,-78.10939,42.12567,-78.10939,42.12567,4670.0,4670.0,0.0,4670.0,2095.0,NL,0.0,,0.0,,,,,12/28/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003080310000,"(42.12567, -78.10939)",1.0,0.0027397260273972603
8248,31003057880000,3,5788,0,0,Black 42,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,02/26/1990,06/25/1968,07/24/1968,06/25/1968,07/15/1968,1968-07-15,1990-02-26,,Pre-1989 Well (N/A),Alma,Allentown,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,1725.0,-78.03014,42.03224,-78.03014,42.03224,1753.0,1753.0,0.0,1753.0,2450.0,NL,0.0,Richburg,0.0,,,,,05/31/1989 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003057880000,"(42.03224, -78.03014)",7896.0,21.632876712328766
8249,31003217510000,3,21751,0,0,Bledsoe 017z,The Richardson Petroleum Corporation,37,OD,OWP,PA,03/18/1993,05/16/1989,05/30/1989,09/12/1989,09/21/1989,1989-09-28,1993-03-18,03/12/1990,Released,Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,1250.0,-77.75801,42.07034,-77.75801,42.07034,1286.0,1286.0,0.0,1286.0,2225.0,NL,475.0,Upper Devonian,375.0,,,,,02/18/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003217510000,"(42.07034, -77.75801)",1267.0,3.4712328767123286
8258,31003003750000,3,375,0,0,"Burns, W 2",Becker J.W. et al,9278,GD,GWP,PA,08/20/1942,,,12/13/1935,04/19/1936,1936-04-19,1942-08-20,,Pre-1989 Well (N/A),Alma,"Ellisburg, PA-NY",B,State Line,Oriskany,False,Vertical,Allegany,9.0,,0.0,-77.95802,41.9998,-77.95802,41.9998,4941.0,4941.0,0.0,4941.0,2211.0,NL,0.0,Oriskany,0.0,,,,,08/02/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003750000,"(41.9998, -77.95802)",2314.0,6.33972602739726
8297,31003119440000,3,11944,0,0,Bloss 1,The Richardson Petroleum Corporation,37,OD,OWP,PA,02/22/1989,,06/01/1983,02/08/1976,,1976-04-06,1989-02-22,,Pre-1989 Well (N/A),Independence,Whitesville,F,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9.0,,2100.0,-77.75561999999998,42.07419,-77.75561999999998,42.07419,2148.0,2148.0,0.0,2148.0,2230.0,OD,0.0,Fulmer Valley,0.0,,,,,01/25/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003119440000,"(42.07419, -77.75562)",4705.0,12.89041095890411
8323,31003066590000,3,6659,0,0,New Vincent 47,Ebenezer Oil Co. Inc.,24,OD,OWP,PA,11/15/1983,11/20/1968,11/25/1968,11/26/1988,12/17/1968,1968-12-18,1983-11-15,,Pre-1989 Well (N/A),Scio,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,1500.0,-78.06507999999998,42.09283,-78.06507999999998,42.09283,1492.0,1492.0,0.0,1492.0,1960.0,NL,0.0,,0.0,,,,,01/25/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003066590000,"(42.09283, -78.06508)",5445.0,14.917808219178083
