,apiwellnumber,countycode,apiholenumber,sidetrack,completion,wellname,companyname,operatornumber,welltype,mapsymbol,wellstatus,statusdate,permitapplicationdate,permitissueddate,datespudded,dateoftotaldepth,datewellcompleted,datewellplugged,datewellconfidentialityends,confidentialitycode,town,quad,quadsection,producingfield,producingformation,financialsecurity,slant,county,region,statelease,proposeddepthft,surfacelongitude,surfacelatitude,bottomholelongitude,bottomholelatitude,trueverticaldepthft,measureddepthft,kickoffft,drilleddepthft,elevationft,originalwelltype,permitfee,objectiveformation,depthfee,spacing,spacingacres,integration,hearingdate,datelastmodified,decdatabaselink,location1,date_well_completed,date_well_plugged,well_time,well_time ,well_time_yr
16887,31009130520000,9,13052,0,0,230 Geiger,Frank H. Stephan Oil Group,1069,OD,OWP,PA,08/10/2013,11/23/1977,11/28/1977,11/30/1977,04/15/1978,04/20/1978,08/10/2013,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.518963,42.035834,-78.518963,42.035834,2034.0,2034.0,0.0,2034.0,2353.0,NL,0.0,,0.0,,,,,09/20/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009130520000,"(42.035834, -78.518963)",1978-04-20,2013-08-10,12896.0,12896,35.33150684931507
16889,31009129870000,9,12987,0,0,Enterprise Transit St 154,SWEPI LP,2585,OD,OWP,PA,02/27/2013,09/30/1977,10/11/1977,09/28/1977,10/27/1977,11/09/1977,02/27/2013,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,"Chipmunk, Bradford 2nd & 3rd",False,Vertical,Cattaraugus,9.0,,2060.0,-78.54900999999998,42.01724,-78.54900999999998,42.01724,2060.0,2060.0,0.0,2060.0,2300.0,NL,0.0,,0.0,,,,,04/11/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009129870000,"(42.01724, -78.54901)",1977-11-09,2013-02-27,12894.0,12894,35.326027397260276
16892,31009091230000,9,9123,0,0,Seneca Reservation 176,Pennzoil Products Co.,29,DH,DP,PA,03/28/1972,01/11/1972,01/12/1972,01/24/1972,03/10/1972,03/10/1972,03/28/1972,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,D,Chipmunk,,False,Vertical,Cattaraugus,9.0,,0.0,-78.60031999999998,42.06648,-78.60031999999998,42.06648,1516.0,1516.0,0.0,1516.0,1455.0,NL,0.0,,0.0,,,,,05/04/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009091230000,"(42.06648, -78.60032)",1972-03-10,1972-03-28,18.0,18,0.049315068493150684
16896,31003654660000,3,65466,0,0,Warfield 140,B.C.R. Development Inc.,237,OD,OWP,PA,04/16/1991,,,11/04/1952,,12/06/1952,02/02/2016,,Pre-1989 Well (N/A),Alma,Wellsville South,E,Ford's Brook,Richburg,False,Vertical,Allegany,9.0,,0.0,-77.9582,42.048376,-77.9582,42.048376,1021.0,1021.0,0.0,1021.0,,NL,0.0,,0.0,,,,,04/08/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003654660000,"(42.048376, -77.9582)",1952-12-06,2016-02-02,23068.0,23068,63.2
16899,31009110710000,9,11071,0,0,Dutton 6,Copper Ridge Oil Inc.,1124,OD,OWP,PA,08/11/2014,09/06/1974,09/11/1974,09/10/1974,09/16/1974,09/16/1974,08/11/2014,,Pre-1989 Well (N/A),Hinsdale,Hinsdale,H,Five Mile,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.42705999999998,42.13397,-78.42705999999998,42.13397,1197.0,1197.0,0.0,1197.0,,NL,0.0,,0.0,,,,,03/04/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009110710000,"(42.13397, -78.42706)",1974-09-16,2014-08-11,14574.0,14574,39.92876712328767
16915,31003648620000,3,64862,0,0,Alma Hill 32-91,K-Arcy Corp.,192,OD,OWP,PA,05/17/1987,,,,,06/08/1965,05/17/1987,,Pre-1989 Well (N/A),Alma,Allentown,I,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.02147999999998,42.03362,-78.02147999999998,42.03362,1611.0,1611.0,0.0,1611.0,,NL,0.0,,0.0,,,,,10/08/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003648620000,"(42.03362, -78.02148)",1965-06-08,1987-05-17,8013.0,8013,21.953424657534246
16948,31009125600000,9,12560,0,0,Chipchop No 045,Synergy Oil & Gas Inc.,1961,OD,OWP,PA,03/07/2006,12/17/1976,12/22/1976,12/13/1976,02/21/1977,01/21/1977,03/07/2006,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,G,Bradford,Bradford Second,False,Vertical,Cattaraugus,9.0,,0.0,-78.5948,42.00757,-78.5948,42.00757,1658.0,1658.0,0.0,1658.0,,NL,0.0,,0.0,,,,,04/10/2006 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009125600000,"(42.00757, -78.5948)",1977-01-21,2006-03-07,10637.0,10637,29.14246575342466
16951,31009041340000,9,4134,0,0,Brown M 1,Belmont Quadrangle Drilling,9034,DW,DP,PA,01/13/1972,,,09/29/1961,,11/20/1961,01/13/1972,,Pre-1989 Well (N/A),Hinsdale,Cuba,D,,,False,Vertical,Cattaraugus,9.0,,0.0,-78.35192,42.18915,-78.35192,42.18915,3547.0,3547.0,0.0,3547.0,1503.0,NL,0.0,,0.0,,,,,10/24/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009041340000,"(42.18915, -78.35192)",1961-11-20,1972-01-13,3706.0,3706,10.153424657534247
16963,31009157920000,9,15792,0,0,Greene 1,Arrowhead Gas Producers Inc.,699,DH,DP,PA,09/09/1982,11/25/1980,12/05/1980,12/27/1980,01/06/1981,01/06/1981,09/09/1982,,Pre-1989 Well (N/A),Franklinville,Ashford,I,Bradford,Medina,False,Vertical,Cattaraugus,9.0,,4950.0,-78.54108999999998,42.26409,-78.54108999999998,42.26409,4766.0,4766.0,0.0,4766.0,1745.0,NL,0.0,,0.0,,,,,06/14/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009157920000,"(42.26409, -78.54109)",1981-01-06,1982-09-09,611.0,611,1.673972602739726
16966,31009067740000,9,6774,0,0,Weis 43,Copper Ridge Oil Inc.,1124,OD,OWP,PA,06/08/2010,08/18/1969,08/20/1969,08/20/1969,09/30/1969,10/01/1969,06/08/2010,,Pre-1989 Well (N/A),Olean,Olean,B,Five Mile,Bradford,False,Vertical,Cattaraugus,9.0,,1100.0,-78.44757,42.12356,-78.44757,42.12356,1276.0,1276.0,0.0,1276.0,1705.0,NL,0.0,Bradford,0.0,,,,,02/26/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009067740000,"(42.12356, -78.44757)",1969-10-01,2010-06-08,14860.0,14860,40.71232876712329
16985,31003651510000,3,65151,0,0,Quaker q20,T.M. Quaintance Crude Oil Production,1473,OD,OWP,PA,05/14/2000,,,,,12/01/1941,05/14/2000,,Pre-1989 Well (N/A),Alma,Wellsville South,D,Ford's Brook,Richburg,False,Vertical,Allegany,9.0,,0.0,-77.96281999999998,42.05094,-77.96281999999998,42.05094,1070.0,1070.0,0.0,1070.0,,NL,0.0,,0.0,,,,,06/19/2000 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003651510000,"(42.05094, -77.96282)",1941-12-01,2000-05-14,21349.0,21349,58.49041095890411
16987,31009086610000,9,8661,0,0,Chipmunk 116,Pennzoil Products Co.,29,OD,OWP,PA,07/20/1990,,,09/18/1971,10/13/1971,10/26/1971,07/20/1990,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,D,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.60031999999998,42.05583,-78.60031999999998,42.05583,1204.0,1204.0,0.0,1204.0,2047.0,NL,0.0,,0.0,,,,,04/19/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009086610000,"(42.05583, -78.60032)",1971-10-26,1990-07-20,6842.0,6842,18.745205479452054
16990,31003664780000,3,66478,0,0,Bellows 3,Slawson Jack D.,2058,OD,OWP,PA,09/20/2001,,,,,06/02/1926,09/20/2001,,Pre-1989 Well (N/A),Wellsville,Wellsville South,C,Fulmer Valley,Fulmer Valley,False,Vertical,Allegany,9.0,,0.0,-77.89722999999998,42.09537,-77.89722999999998,42.09537,1000.0,1000.0,0.0,1000.0,,NL,0.0,,0.0,,,,,01/24/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003664780000,"(42.09537, -77.89723)",1926-06-02,2001-09-20,27504.0,27504,75.35342465753425
16996,31009073820000,9,7382,0,0,Allegany State Park 82,Maple Gas Co.,9243,GD,GWP,PA,11/10/1970,,,10/01/1939,,11/20/1939,11/10/1970,,Pre-1989 Well (N/A),Red House,Limestone,H,Red House,,False,Vertical,Cattaraugus,9.0,,0.0,-78.70525999999998,42.03694,-78.70525999999998,42.03694,1596.0,1596.0,0.0,1596.0,2200.0,NL,0.0,,0.0,,,,,04/05/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009073820000,"(42.03694, -78.70526)",1939-11-20,1970-11-10,11313.0,11313,30.994520547945207
17007,31009165200000,9,16520,0,0,McGavern45-1,Mitchell Exploration Corp.,933,OD,OWP,PA,09/02/1987,08/17/1981,09/01/1981,02/06/1982,02/12/1982,06/28/1982,09/02/1987,06/28/1985,Released,Carrollton,Limestone,F,,,False,Vertical,Cattaraugus,9.0,,1700.0,-78.64806,42.06992,-78.64806,42.06992,1725.0,1725.0,0.0,1725.0,1415.0,NL,0.0,Chipmunk,0.0,,,,,02/13/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009165200000,"(42.06992, -78.64806)",1982-06-28,1987-09-02,1892.0,1892,5.183561643835616
17050,31009132980000,9,13298,0,0,Goodman 022,McCracken Carl A. III,1883,OD,OWP,PA,01/20/2012,05/12/1978,05/17/1978,12/11/1978,04/03/1979,04/06/1979,01/20/2012,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,G,Bradford,Chipmunk,False,Vertical,Cattaraugus,9.0,,1260.0,-78.61454999999998,42.00474,-78.61454999999998,42.00474,954.0,954.0,0.0,954.0,1560.0,NL,0.0,Bradford & Chipmunk,0.0,,,,,02/10/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009132980000,"(42.00474, -78.61455)",1979-04-06,2012-01-20,11977.0,11977,32.81369863013698
17057,31003656340000,3,65634,0,0,Otis Day 6-75,Quaker State Corp.,69,OD,OWP,PA,03/02/1987,,,,,10/02/1910,03/02/1987,,Pre-1989 Well (N/A),Alma,Allentown,H,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.04558,42.03094,-78.04558,42.03094,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,09/13/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003656340000,"(42.03094, -78.04558)",1910-10-02,1987-03-02,27910.0,27910,76.46575342465754
17078,31009066520000,9,6652,0,0,Clare Farm Bucher Bros 3,Newman Edgar F,728,OD,OWP,PA,06/27/1990,07/17/1968,11/15/1968,06/15/1968,07/31/1968,07/31/1968,06/27/1990,,Pre-1989 Well (N/A),Allegany,Knapp Creek,F,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.53147,42.06168,-78.53147,42.06168,1020.0,1020.0,0.0,1020.0,1875.0,NL,0.0,Chipmunk,0.0,,,,,10/25/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009066520000,"(42.06168, -78.53147)",1968-07-31,1990-06-27,8001.0,8001,21.92054794520548
17087,31009048390000,9,4839,0,0,"King, J 24",Pennzoil Products Co.,29,OD,OWP,PA,03/13/1965,,,02/07/1962,02/22/1962,02/22/1962,03/13/1965,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.574177,42.048981,-78.574177,42.048981,928.0,845.0,0.0,845.0,,NL,0.0,Bradford & Chipmunk,0.0,,,,,08/21/2007 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009048390000,"(42.048981, -78.574177)",1962-02-22,1965-03-13,1115.0,1115,3.0547945205479454
17095,31009118560000,9,11856,0,0,Clark No 030,McCracken Oil & Gas LLC,2691,OD,OWP,PA,01/15/2014,12/16/1975,12/29/1975,12/15/1975,01/08/1976,01/12/1976,01/15/2014,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,H,Bradford,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.58261,42.00339,-78.58261,42.00339,1780.0,1780.0,0.0,1780.0,,NL,0.0,,0.0,,,,,02/02/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009118560000,"(42.00339, -78.58261)",1976-01-12,2014-01-15,13883.0,13883,38.035616438356165
17098,31009073920000,9,7392,0,0,Allegany State Park 92,Maple Gas Co.,9243,GD,GWP,PA,08/20/1970,,,,,01/01/1937,08/20/1970,,Pre-1989 Well (N/A),Red House,Limestone,D,Red House,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.71434999999998,42.04591,-78.71434999999998,42.04591,708.0,708.0,0.0,708.0,1890.0,NL,0.0,,0.0,,,,,08/06/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009073920000,"(42.04591, -78.71435)",1937-01-01,1970-08-20,12284.0,12284,33.654794520547945
17102,31009166570000,9,16657,0,0,Newman 044,Apex Resources Inc.,775,OD,OWP,PA,12/01/1986,08/25/1981,09/15/1981,09/23/1981,10/10/1981,10/10/1981,12/01/1986,,Pre-1989 Well (N/A),Olean,Olean,H,Bradford,Upper Devonian,False,Vertical,Cattaraugus,9.0,,1600.0,-78.45028,42.01879,-78.45028,42.01879,1795.0,1795.0,0.0,1795.0,,NL,0.0,Upper Devonian,0.0,,,,,01/01/1900 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009166570000,"(42.01879, -78.45028)",1981-10-10,1986-12-01,1878.0,1878,5.145205479452055
17114,31007261560000,7,26156,0,0,Herceg 1,MegaEnergy Operating Inc.,2247,DW,DP,PA,11/21/2014,06/26/2008,12/11/2008,06/03/2009,06/10/2009,06/10/2009,11/21/2014,12/03/2009,Released,Vestal,Endicott,E,,,False,Vertical,Broome,7.0,,5800.0,-76.07966,42.06745,-76.07966,42.06745,4892.0,4892.0,0.0,4892.0,1305.0,GW,2380.0,Oriskany,2280.0,Conforms to statewide spacing under Title 5,160.0,Integration order issued,04/08/2009,02/17/2017 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31007261560000,"(42.06745, -76.07966)",2009-06-10,2014-11-21,1990.0,1990,5.4520547945205475
17118,31003651390000,3,65139,0,0,Quaker q7,T.M. Quaintance Crude Oil Production,1473,OD,OWP,PA,10/29/1999,,,,,11/01/1939,10/29/1999,,Pre-1989 Well (N/A),Alma,Wellsville South,D,Ford's Brook,Richburg,False,Vertical,Allegany,9.0,,0.0,-77.96431,42.05047,-77.96431,42.05047,1069.0,1069.0,0.0,1069.0,,NL,0.0,,0.0,,,,,12/09/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003651390000,"(42.05047, -77.96431)",1939-11-01,1999-10-29,21912.0,21912,60.032876712328765
17124,31009179820000,9,17982,0,0,Trombley-Young 6250,Seneca Resources Corporation,826,GD,GWP,PA,11/30/2016,11/10/1982,12/01/1982,01/31/1983,02/06/1983,02/06/1983,11/30/2016,07/02/1985,Released,Dayton,Gowanda,E,Dayton,Onondaga,True,Vertical,Cattaraugus,9.0,,3010.0,-78.94924,42.42539,-78.94924,42.42539,1790.0,1790.0,0.0,1790.0,1120.0,NL,975.0,Onondaga,875.0,,,,,01/09/2017 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009179820000,"(42.42539, -78.94924)",1983-02-06,2016-11-30,12351.0,12351,33.83835616438356
17150,31009095420000,9,9542,0,0,220 Geiger,Frank H. Stephan Oil Group,1069,OD,OWP,PA,11/04/2013,10/25/1972,10/26/1972,10/29/1972,07/02/1973,07/02/1973,11/04/2013,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.520137,42.034947,-78.520137,42.034947,2051.0,2051.0,0.0,2051.0,2350.0,NL,0.0,,0.0,,,,,11/20/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009095420000,"(42.034947, -78.520137)",1973-07-02,2013-11-04,14735.0,14735,40.36986301369863
17155,31009051500000,9,5150,0,0,Beatty 016,Kinley Oil & Gas Corp.,1,OD,OWP,PA,06/04/1997,,07/01/1967,05/17/1967,07/06/1967,07/18/1967,06/04/1997,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.50744,42.00753,-78.50744,42.00753,2071.0,2071.0,0.0,2071.0,2372.0,NL,0.0,,0.0,,,,,06/08/1998 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009051500000,"(42.00753, -78.50744)",1967-07-18,1997-06-04,10914.0,10914,29.9013698630137
17159,31009138600000,9,13860,0,0,Goodman 020,McCracken Carl A. III,1883,OD,OWP,PA,05/17/2012,01/25/1979,01/29/1979,01/26/1979,02/13/1979,02/21/1979,05/17/2012,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,G,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,1160.0,-78.61775,42.00361,-78.61775,42.00361,875.0,875.0,0.0,875.0,1460.0,NL,0.0,Bradford,0.0,,,,,06/29/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009138600000,"(42.00361, -78.61775)",1979-02-21,2012-05-17,12139.0,12139,33.25753424657534
17165,31009118540000,9,11854,0,0,Clark No 028,McCracken Oil & Gas LLC,2691,OD,OWP,PA,03/13/2018,12/16/1975,12/29/1975,05/11/1976,06/04/1976,06/16/1976,03/13/2018,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,G,Bradford,Chipmunk,True,Vertical,Cattaraugus,9.0,,0.0,-78.58499999999998,42.0013,-78.58499999999998,42.0013,1527.0,1527.0,0.0,1527.0,,NL,0.0,,0.0,,,,,04/16/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009118540000,"(42.0013, -78.585)",1976-06-16,2018-03-13,15245.0,15245,41.76712328767123
17184,31009129390000,9,12939,0,0,Crawford & Simon Exp2,Kinley Oil & Gas Corp.,1,OD,OWP,PA,07/12/1982,,,09/08/1977,10/27/1977,10/27/1977,07/12/1982,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.5192,42.00832,-78.5192,42.00832,2026.0,2026.0,0.0,2026.0,2380.0,NL,0.0,,0.0,,,,,04/05/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009129390000,"(42.00832, -78.5192)",1977-10-27,1982-07-12,1719.0,1719,4.7095890410958905
17185,31009132100000,9,13210,0,0,Rumsey Devonian 378,SWEPI LP,2585,OD,OWP,PA,08/10/2012,03/02/1978,03/06/1978,02/25/1978,06/17/1978,08/22/1978,08/10/2012,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.54248,42.01512,-78.54248,42.01512,1902.0,1902.0,0.0,1902.0,2182.0,NL,0.0,,0.0,,,,,11/29/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009132100000,"(42.01512, -78.54248)",1978-08-22,2012-08-10,12407.0,12407,33.99178082191781
17194,31009132620000,9,13262,0,0,Enterprise Transit St 161,SWEPI LP,2585,OD,OWP,PA,05/01/2013,04/14/1978,04/17/1978,04/20/1978,05/12/1978,05/16/1978,05/01/2013,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,1670.0,-78.57786,42.01038,-78.57786,42.01038,1670.0,1670.0,0.0,1670.0,1943.0,NL,0.0,,0.0,,,,,07/11/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009132620000,"(42.01038, -78.57786)",1978-05-16,2013-05-01,12769.0,12769,34.983561643835614
17206,31009054560000,9,5456,0,0,Lunn Stopfel & Place L17,Copper Ridge Oil Inc.,1124,OD,OWP,PA,10/17/2013,11/16/1967,01/17/1968,11/27/1967,12/09/1967,12/13/1967,10/17/2013,,Pre-1989 Well (N/A),Olean,Olean,B,Five Mile,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.45239999999998,42.1171,-78.45239999999998,42.1171,1316.0,1316.0,0.0,1316.0,1800.0,NL,0.0,,0.0,,,,,03/02/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009054560000,"(42.1171, -78.4524)",1967-12-13,2013-10-17,16745.0,16745,45.87671232876713
17207,31009053960000,9,5396,0,0,Lunn Stopfel & Place L15,Copper Ridge Oil Inc.,1124,OD,OWP,PA,01/13/2013,09/26/1967,11/08/1967,10/26/1967,11/06/1967,11/08/1967,01/13/2013,,Pre-1989 Well (N/A),Olean,Olean,B,Five Mile,Bradford,False,Vertical,Cattaraugus,9.0,,0.0,-78.44883,42.117,-78.44883,42.117,1206.0,1206.0,0.0,1206.0,1670.0,NL,0.0,Bradford,0.0,,,,,03/02/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009053960000,"(42.117, -78.44883)",1967-11-08,2013-01-13,16503.0,16503,45.21369863013699
17212,31003610980000,3,61098,0,0,Tullar 018,Moose Oil Co.,160,OD,OWP,PA,10/31/2017,,,,,07/03/1949,10/31/2017,,Pre-1989 Well (N/A),Bolivar,Allentown,G,Richburg,Waugh & Porter,False,Vertical,Allegany,9.0,,0.0,-78.11412699999998,42.029503,-78.11412699999998,42.029503,1517.0,1517.0,0.0,1517.0,,NL,0.0,,0.0,,,,,12/06/2017 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003610980000,"(42.029503, -78.114127)",1949-07-03,2017-10-31,24957.0,24957,68.37534246575342
17244,31009137240001,9,13724,0,1,Panigutti 1A,U. S. Energy Development Corporation,708,GW,GWP,PA,08/29/2005,11/01/1978,11/09/1978,02/21/1979,03/12/1979,07/17/1979,08/29/2005,,Pre-1989 Well (N/A),Otto,Collins Center,E,Lakeshore,Medina,False,Vertical,Cattaraugus,9.0,,3350.0,-78.81219,42.42388,-78.81219,42.42388,3298.0,3298.0,0.0,3298.0,1260.0,GW,20.0,Medina,0.0,,,,,09/09/2005 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009137240001,"(42.42388, -78.81219)",1979-07-17,2005-08-29,9540.0,9540,26.136986301369863
17246,31003651830000,3,65183,0,0,Quaker Q-62,T.M. Quaintance Crude Oil Production,1473,OD,OWP,PA,01/04/2005,,,,,06/01/1951,01/04/2005,,Pre-1989 Well (N/A),Alma,Wellsville South,D,Ford's Brook,Richburg,False,Vertical,Allegany,9.0,,0.0,-77.96317999999998,42.04778,-77.96317999999998,42.04778,1046.0,1046.0,0.0,1046.0,,NL,0.0,,0.0,,,,,03/02/2007 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003651830000,"(42.04778, -77.96318)",1951-06-01,2005-01-04,19576.0,19576,53.632876712328766
17251,31009052570000,9,5257,0,0,Corts 17,Pennzoil Products Co.,29,OD,OWP,PA,02/19/1990,,,06/21/1966,06/22/1966,07/11/1966,02/19/1990,,Pre-1989 Well (N/A),Allegany,Knapp Creek,E,Chipmunk,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.56463999999998,42.043,-78.56463999999998,42.043,828.0,828.0,0.0,828.0,1740.0,NL,0.0,,0.0,,,,,05/05/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009052570000,"(42.043, -78.56464)",1966-07-11,1990-02-19,8624.0,8624,23.627397260273973
17252,31009132920000,9,13292,0,0,Goodman 012,McCracken Carl A. III,1883,OD,OWP,PA,10/17/2012,05/12/1978,05/17/1978,09/07/1978,10/22/1978,09/27/1978,10/17/2012,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,G,Bradford,Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.61311,42.00243,-78.61311,42.00243,952.0,952.0,0.0,952.0,1460.0,NL,0.0,,0.0,,,,,11/02/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009132920000,"(42.00243, -78.61311)",1978-09-27,2012-10-17,12439.0,12439,34.07945205479452
17253,31009045540000,9,4554,0,0,Goldsboro Matson 1,Pennzoil Products Co.,29,DH,DP,PA,08/29/1990,,01/01/1976,08/24/1964,08/27/1964,10/14/1964,08/29/1990,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,D,Chipmunk,Onondaga,False,Vertical,Cattaraugus,9.0,,0.0,-78.62107,42.05658,-78.62107,42.05658,4179.0,4179.0,0.0,4179.0,1861.0,NL,0.0,,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009045540000,"(42.05658, -78.62107)",1964-10-14,1990-08-29,9450.0,9450,25.89041095890411
17263,31009051390000,9,5139,0,0,Weis 7,Copper Ridge Oil Inc.,1124,OD,OWP,PA,10/05/2010,,,11/03/1965,11/17/1965,11/26/1965,10/05/2010,,Pre-1989 Well (N/A),Olean,Olean,B,Five Mile,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.44413,42.11214,-78.44413,42.11214,1154.0,1154.0,0.0,1154.0,1154.0,NL,0.0,,0.0,,,,,02/25/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009051390000,"(42.11214, -78.44413)",1965-11-26,2010-10-05,16384.0,16384,44.88767123287671
